CustomerID,NextPurchaseDay,Recency,RecencyCluster,Frequency,FrequencyCluster,Revenue,RevenueCluster,OverallScore,Segment_High-Value,Segment_Low-Value,Segment_Mid-Value,NextPurchaseDayRange
14733,42,40,3,9,1,5117.67,0,4,0,0,1,0
17576,21,3,3,17,1,2444.63,0,4,0,0,1,1
14525,36,30,3,9,1,2176.45,0,4,0,0,1,0
16161,10,8,3,16,1,3867.98,0,4,0,0,1,1
15694,29,18,3,11,1,4699.59,0,4,0,0,1,1
13599,13,11,3,17,1,3439.57,0,4,0,0,1,1
16558,10,8,3,16,1,4787.73,0,4,0,0,1,1
14032,28,17,3,12,1,1786.31,0,4,0,0,1,1
17894,300,1,3,7,1,1013.04,0,4,0,0,1,0
18075,69,28,3,12,1,1884.72,0,4,0,0,1,0
14524,300,1,3,9,1,1867.68,0,4,0,0,1,0
15602,2,0,3,8,1,894.98,0,4,0,0,1,1
17526,300,49,3,7,1,479.9,0,4,0,0,1,0
17975,99,44,3,12,1,3831.89,0,4,0,0,1,0
15356,300,1,3,9,1,2616.28,0,4,0,0,1,0
16722,43,24,3,12,1,3151.96,0,4,0,0,1,0
16782,60,7,3,15,1,1556.15,0,4,0,0,1,0
14961,71,11,3,10,1,5873.38,0,4,0,0,1,0
16458,20,2,3,14,1,2679.68,0,4,0,0,1,1
17017,28,2,3,18,1,5238.37,0,4,0,0,1,1
13769,33,22,3,14,1,2451.26,0,4,0,0,1,0
14057,33,30,3,15,1,5247.24,0,4,0,0,1,0
13178,47,3,3,10,1,5418.99,0,4,0,0,1,0
18044,300,17,3,11,1,2085.65,0,4,0,0,1,0
18219,52,25,3,9,1,1349.31,0,4,0,0,1,0
18144,44,8,3,10,1,2435,0,4,0,0,1,0
14415,26,20,3,14,1,4744.58,0,4,0,0,1,1
16556,300,35,3,7,1,3313.79,0,4,0,0,1,0
13097,300,7,3,14,1,5893.32,0,4,0,0,1,0
12867,69,25,3,8,1,3004.19,0,4,0,0,1,0
13756,34,24,3,10,1,3896.69,0,4,0,0,1,0
14401,16,10,3,12,1,3623.04,0,4,0,0,1,1
16145,33,3,3,15,1,2944.44,0,4,0,0,1,0
15373,92,45,3,10,1,1495.33,0,4,0,0,1,0
17346,53,33,3,9,1,1449.22,0,4,0,0,1,0
14060,10,9,3,15,1,4404.54,0,4,0,0,1,1
16353,41,17,3,18,1,4763.36,0,4,0,0,1,0
13426,6,0,3,8,1,2183.64,0,4,0,0,1,1
16638,84,36,3,9,1,1496.29,0,4,0,0,1,0
14201,20,10,3,7,1,597.44,0,4,0,0,1,1
17858,29,12,3,9,1,4114.56,0,4,0,0,1,1
13418,19,9,3,15,1,2843.58,0,4,0,0,1,1
13266,16,5,3,13,1,2780.42,0,4,0,0,1,1
12947,30,24,3,9,1,1062.45,0,4,0,0,1,1
16607,56,3,3,14,1,2586.1,0,4,0,0,1,0
13317,300,24,3,9,1,2140.07,0,4,0,0,1,0
13890,57,37,3,9,1,1404.21,0,4,0,0,1,0
17001,42,18,3,9,1,3201.17,0,4,0,0,1,0
16996,27,19,3,8,1,1086.56,0,4,0,0,1,1
13021,33,0,3,9,1,2218.86,0,4,0,0,1,0
16670,22,19,3,10,1,3333.32,0,4,0,0,1,1
14825,67,27,3,8,1,1407.6,0,4,0,0,1,0
14414,300,21,3,8,1,1485.13,0,4,0,0,1,0
12980,57,24,3,10,1,5579.34,0,4,0,0,1,0
16746,51,5,3,16,1,5740.43,0,4,0,0,1,0
18055,45,14,3,8,1,4737.11,0,4,0,0,1,0
14878,70,12,3,7,1,1225.66,0,4,0,0,1,0
12877,54,8,3,11,1,1260.03,0,4,0,0,1,0
17377,6,4,3,10,1,1646.6,0,4,0,0,1,1
15379,300,27,3,8,1,3631.89,0,4,0,0,1,0
14309,66,24,3,9,1,1990.72,0,4,0,0,1,0
14709,56,1,3,13,1,4599.14,0,4,0,0,1,0
16316,300,8,3,12,1,2755.56,0,4,0,0,1,0
15601,10,8,3,12,1,4791.83,0,4,0,0,1,1
17068,35,14,3,18,1,3748.09,0,4,0,0,1,0
18065,300,16,3,13,1,2035.06,0,4,0,0,1,0
14334,25,22,3,7,1,1949.43,0,4,0,0,1,1
17659,36,30,3,9,1,1391.12,0,4,0,0,1,0
16945,64,15,3,16,1,3699.78,0,4,0,0,1,0
18260,300,29,3,8,1,2595,0,4,0,0,1,0
17848,300,11,3,9,1,901.2,0,4,0,0,1,0
13004,8,7,3,18,1,4630.55,0,4,0,0,1,1
14560,41,39,3,18,1,1858.67,0,4,0,0,1,0
14243,300,21,3,13,1,2322.58,0,4,0,0,1,0
16931,9,5,3,16,1,3507.22,0,4,0,0,1,1
12839,28,1,3,12,1,3718.03,0,4,0,0,1,1
18077,52,33,3,7,1,1801.53,0,4,0,0,1,0
14472,36,29,3,7,1,1821.39,0,4,0,0,1,0
15581,61,22,3,12,1,657.63,0,4,0,0,1,0
16686,56,33,3,8,1,2460.36,0,4,0,0,1,0
17069,42,7,3,8,1,1261.15,0,4,0,0,1,0
18092,27,16,3,9,1,6401.1,0,4,0,0,1,1
16713,50,3,3,15,1,4476.13,0,4,0,0,1,0
14299,35,3,3,13,1,2150,0,4,0,0,1,0
16873,33,20,3,8,1,4920.18,0,4,0,0,1,0
18097,300,30,3,7,1,2692.85,0,4,0,0,1,0
17340,18,7,3,8,1,3089.56,0,4,0,0,1,1
15034,3,0,3,7,1,3280.91,0,4,0,0,1,1
14135,37,5,3,12,1,3374.6,0,4,0,0,1,0
13148,48,37,3,14,1,2121.83,0,4,0,0,1,0
14944,18,7,3,11,1,4865.21,0,4,0,0,1,1
16656,37,9,3,16,1,5262.58,0,4,0,0,1,0
13094,13,10,3,10,1,1468.32,0,4,0,0,1,1
12957,46,1,3,10,1,2602.22,0,4,0,0,1,0
14462,19,14,3,12,1,1468.59,0,4,0,0,1,1
14732,68,19,3,8,1,2383.7,0,4,0,0,1,0
16814,41,17,3,17,1,5434.07,0,4,0,0,1,0
14221,38,10,3,9,1,3083.94,0,4,0,0,1,0
16241,52,44,3,8,1,1323.29,0,4,0,0,1,0
14189,48,37,3,18,1,3228.07,0,4,0,0,1,0
15984,300,1,3,10,1,2694.27,0,4,0,0,1,0
15046,21,19,3,13,1,4410.78,0,4,0,0,1,1
15298,82,52,3,8,1,2282.84,0,4,0,0,1,0
18226,11,7,3,10,1,3708,0,4,0,0,1,1
15271,59,46,3,11,1,1572.2,0,4,0,0,1,0
17634,45,22,3,7,1,1977.06,0,4,0,0,1,0
12841,38,36,3,17,1,2240.63,0,4,0,0,1,0
13576,12,1,3,14,1,4990.84,0,4,0,0,1,1
18041,5,0,3,16,1,2782.35,0,4,0,0,1,1
15845,69,16,3,9,1,3349.58,0,4,0,0,1,0
13488,29,2,3,12,1,3926.92,0,4,0,0,1,1
13115,16,2,3,8,1,833.7,0,4,0,0,1,1
13047,57,43,3,13,1,2182.79,0,4,0,0,1,0
17696,91,21,3,11,1,2032.4,0,4,0,0,1,0
14702,24,8,3,14,1,2160.35,0,4,0,0,1,1
16150,44,16,3,7,1,868.33,0,4,0,0,1,0
16019,67,49,3,7,1,2397.15,0,4,0,0,1,0
14217,17,4,3,15,1,1333.38,0,4,0,0,1,1
13183,300,16,3,9,1,3957.78,0,4,0,0,1,0
14810,59,29,3,9,1,1688.89,0,4,0,0,1,0
15611,3,0,3,11,1,1088.68,0,4,0,0,1,1
17114,33,29,3,9,1,763.12,0,4,0,0,1,0
15708,59,29,3,8,1,2323.55,0,4,0,0,1,0
15059,59,29,3,9,1,996.7,0,4,0,0,1,0
16326,28,5,3,13,1,2597.01,0,4,0,0,1,1
16735,300,8,3,7,1,2269.21,0,4,0,0,1,0
17800,42,21,3,7,1,940.25,0,4,0,0,1,0
14755,33,3,3,9,1,3127.08,0,4,0,0,1,0
14395,12,2,3,9,1,2862.64,0,4,0,0,1,1
14794,64,19,3,7,1,997.65,0,4,0,0,1,0
13993,42,14,3,10,1,2651.11,0,4,0,0,1,0
16775,15,2,3,8,1,1126.18,0,4,0,0,1,1
18229,52,0,3,15,1,5614.26,0,4,0,0,1,0
15033,56,39,3,8,1,1781.25,0,4,0,0,1,0
14329,59,38,3,10,1,2820.91,0,4,0,0,1,0
17402,32,15,3,9,1,1987.38,0,4,0,0,1,0
16359,27,25,3,7,1,854.76,0,4,0,0,1,1
13862,34,2,3,8,1,1642.55,0,4,0,0,1,0
16401,41,16,3,17,1,3049.32,0,4,0,0,1,0
12989,27,10,3,15,1,5176.73,0,4,0,0,1,1
13700,70,52,3,7,1,1336.74,0,4,0,0,1,0
15696,7,2,3,11,1,2654.41,0,4,0,0,1,1
17690,44,19,3,11,1,3753.36,0,4,0,0,1,0
15596,28,25,3,7,1,967.52,0,4,0,0,1,1
17730,26,8,3,11,1,4203.78,0,4,0,0,1,1
15738,26,24,3,13,1,3830.32,0,4,0,0,1,1
14292,47,16,3,11,1,2950.93,0,4,0,0,1,0
13883,109,49,3,7,1,1672.08,0,4,0,0,1,0
17491,60,4,3,9,1,2883,0,4,0,0,1,0
18118,11,7,3,18,1,3208.45,0,4,0,0,1,1
15023,73,46,3,9,1,5301.76,0,4,0,0,1,0
15939,40,37,3,12,1,3965.57,0,4,0,0,1,0
17091,300,50,3,9,1,3509.36,0,4,0,0,1,0
16904,46,38,3,12,1,2776.42,0,4,0,0,1,0
15606,33,20,3,9,1,2139.22,0,4,0,0,1,0
14572,70,40,3,9,1,2195.34,0,4,0,0,1,0
15529,65,17,3,8,1,3322.23,0,4,0,0,1,0
17364,60,18,3,9,1,2864.64,0,4,0,0,1,0
16928,43,10,3,15,1,2413.16,0,4,0,0,1,0
13969,51,24,3,14,1,5093.06,0,4,0,0,1,0
17238,34,14,3,12,1,2494.61,0,4,0,0,1,0
17644,47,8,3,16,1,2454.12,0,4,0,0,1,0
17673,300,49,3,7,1,1622.22,0,4,0,0,1,0
17591,300,3,3,7,1,1808.42,0,4,0,0,1,0
12935,83,39,3,7,1,1874.87,0,4,0,0,1,0
16168,18,4,3,18,1,2711.74,0,4,0,0,1,1
15218,21,4,3,9,1,4645.91,0,4,0,0,1,1
14543,9,3,3,18,1,2626.17,0,4,0,0,1,1
18008,35,0,3,8,1,1953.69,0,4,0,0,1,0
17027,300,8,3,7,1,848.59,0,4,0,0,1,0
14040,50,20,3,13,1,3111.44,0,4,0,0,1,0
15910,73,18,3,7,1,985.12,0,4,0,0,1,0
16700,18,10,3,13,1,3580.64,0,4,0,0,1,1
16767,25,19,3,10,1,5181.42,0,4,0,0,1,1
15827,39,3,3,17,1,1531.3,0,4,0,0,1,0
14239,28,1,3,12,1,2162.04,0,4,0,0,1,1
13552,300,11,3,16,1,3539.53,0,4,0,0,1,0
12853,300,25,3,9,1,1881.7,0,4,0,0,1,0
17965,62,21,3,10,1,1978.64,0,4,0,0,1,0
14659,300,8,3,12,1,2456.53,0,4,0,0,1,0
13709,43,22,3,15,1,5153.52,0,4,0,0,1,0
17920,25,8,3,11,1,2713.62,0,4,0,0,1,1
13784,56,43,3,8,1,2010.51,0,4,0,0,1,0
17220,25,1,3,10,1,2303.21,0,4,0,0,1,1
15144,19,1,3,14,1,4481.14,0,4,0,0,1,1
14776,53,35,3,9,1,1849.74,0,4,0,0,1,0
16407,39,4,3,8,1,1734.76,0,4,0,0,1,0
16745,19,16,3,15,1,5756.59,0,4,0,0,1,1
15971,56,38,3,7,1,2346.9,0,4,0,0,1,0
16156,22,1,3,10,1,2308.96,0,4,0,0,1,1
14188,300,1,3,10,1,2018.91,0,4,0,0,1,0
17071,48,15,3,9,1,1372.62,0,4,0,0,1,0
13394,25,8,3,8,1,1639.81,0,4,0,0,1,1
13871,18,15,3,9,1,4201.64,0,4,0,0,1,1
13725,22,1,3,9,1,1722.8,0,4,0,0,1,1
14410,107,52,3,14,1,713.15,0,4,0,0,1,0
14952,25,1,3,9,1,5301.69,0,4,0,0,1,1
17613,38,11,3,12,1,3756.35,0,4,0,0,1,0
18225,29,2,3,12,1,4102.94,0,4,0,0,1,1
14562,19,8,3,17,1,3182.97,0,4,0,0,1,1
17612,28,11,3,9,1,1627.25,0,4,0,0,1,1
13623,300,19,3,7,1,672.44,0,4,0,0,1,0
17530,42,15,3,7,1,1678.58,0,4,0,0,1,0
13880,35,17,3,10,1,2403.22,0,4,0,0,1,0
15810,300,8,3,7,1,1145.43,0,4,0,0,1,0
17567,12,9,3,7,1,2516.48,0,4,0,0,1,1
17422,70,16,3,8,1,1197.69,0,4,0,0,1,0
18257,75,44,3,11,1,2023,0,4,0,0,1,0
13305,79,45,3,7,1,1391.61,0,4,0,0,1,0
13327,300,42,3,7,1,2872.57,0,4,0,0,1,0
15382,70,14,3,7,1,4682.05,0,4,0,0,1,0
14211,13,10,3,10,1,1325.79,0,4,0,0,1,1
18094,300,11,3,7,1,3017.3,0,4,0,0,1,0
15129,56,36,3,10,1,2796.73,0,4,0,0,1,0
17442,51,43,3,7,1,1710.77,0,4,0,0,1,0
13804,300,8,3,7,1,2635.79,0,4,0,0,1,0
16394,16,2,3,7,1,1116.22,0,4,0,0,1,1
15932,90,25,3,9,1,1840.99,0,4,0,0,1,0
15805,47,36,3,15,1,3632.92,0,4,0,0,1,0
17867,300,7,3,8,1,622.75,0,4,0,0,1,0
13870,61,31,3,8,1,2312.53,0,4,0,0,1,0
16592,39,19,3,14,1,3394.44,0,4,0,0,1,0
17663,52,7,3,8,1,1484.64,0,4,0,0,1,0
13971,66,25,3,8,1,1965.3,0,4,0,0,1,0
13630,300,5,3,11,1,1995.68,0,4,0,0,1,0
16057,81,27,3,7,1,1045.77,0,4,0,0,1,0
14227,18,15,3,12,1,3024.3,0,4,0,0,1,1
15241,300,3,3,9,1,1738.59,0,4,0,0,1,0
15660,60,15,3,9,1,998.35,0,4,0,0,1,0
14676,41,8,3,7,1,2544.49,0,4,0,0,1,0
15622,36,9,3,15,1,2842.58,0,4,0,0,1,0
17426,300,21,3,7,1,5022.26,0,4,0,0,1,0
15304,25,15,3,8,1,445.25,0,4,0,0,1,1
17416,18,7,3,8,1,5823.73,0,4,0,0,1,1
17652,24,14,3,13,1,3772.07,0,4,0,0,1,1
13014,5,2,3,12,1,2759.93,0,4,0,0,1,1
16242,77,25,3,7,1,3064.06,0,4,0,0,1,0
15764,81,11,3,8,1,3245.47,0,4,0,0,1,0
17940,40,38,3,12,1,746.14,0,4,0,0,1,0
14407,300,37,3,9,1,2111.08,0,4,0,0,1,0
14730,300,37,3,8,1,2005.06,0,4,0,0,1,0
16426,76,52,3,8,1,1466.06,0,4,0,0,1,0
17049,31,14,3,9,1,3572.64,0,4,0,0,1,1
14112,52,22,3,9,1,1759.84,0,4,0,0,1,0
15502,67,27,3,10,1,4059.61,0,4,0,0,1,0
14291,40,27,3,10,1,3188.38,0,4,0,0,1,0
16293,36,15,3,7,1,1063.33,0,4,0,0,1,0
15150,53,0,3,10,1,5011.38,0,4,0,0,1,0
12955,54,36,3,12,1,3622.48,0,4,0,0,1,0
17716,16,5,3,10,1,4852.11,0,4,0,0,1,1
15301,22,2,3,12,1,3750.99,0,4,0,0,1,1
13268,59,14,3,9,1,2690.8,0,4,0,0,1,0
17725,30,0,3,12,1,2773.13,0,4,0,0,1,1
14110,44,16,3,9,1,3439.54,0,4,0,0,1,0
16626,29,2,3,16,1,3453.9,0,4,0,0,1,1
14282,59,11,3,12,1,2833.14,0,4,0,0,1,0
14232,52,24,3,7,1,1569.19,0,4,0,0,1,0
13985,7,1,3,9,1,3985.78,0,4,0,0,1,1
15140,27,9,3,7,1,2048.6,0,4,0,0,1,1
15299,57,24,3,7,1,2017.99,0,4,0,0,1,0
14711,67,21,3,10,1,2334.82,0,4,0,0,1,0
17705,37,4,3,9,1,1644.82,0,4,0,0,1,0
15410,300,14,3,8,1,3450.84,0,4,0,0,1,0
15021,60,16,3,8,1,1438.2,0,4,0,0,1,0
13695,16,11,3,12,1,2266.77,0,4,0,0,1,1
15249,87,21,3,13,1,6281.21,0,4,0,0,1,0
18177,300,50,3,7,1,1314.17,0,4,0,0,1,0
17719,75,5,3,17,1,5065.61,0,4,0,0,1,0
13588,37,16,3,7,1,1334.51,0,4,0,0,1,0
15521,55,25,3,10,1,1214.14,0,4,0,0,1,0
13571,78,52,3,9,1,1502.93,0,4,0,0,1,0
12909,38,7,3,7,1,1807.51,0,4,0,0,1,0
16609,66,11,3,7,1,3640.03,0,4,0,0,1,0
12949,300,19,3,10,1,4143.02,0,4,0,0,1,0
14854,11,8,3,7,1,2287.61,0,4,0,0,1,1
13013,73,37,3,10,1,2771.57,0,4,0,0,1,0
14546,37,7,3,7,1,2036.97,0,4,0,0,1,0
15201,16,8,3,10,1,947.64,0,4,0,0,1,1
16837,86,50,3,10,1,1910.43,0,4,0,0,1,0
15114,7,1,3,8,1,2192.17,0,4,0,0,1,1
15737,37,2,3,9,1,521.72,0,4,0,0,1,0
13134,300,2,3,7,1,1740.63,0,4,0,0,1,0
16348,300,8,3,7,1,1469.45,0,4,0,0,1,0
16550,300,38,3,7,1,1720.64,0,4,0,0,1,0
15625,300,30,3,8,1,1504.56,0,4,0,0,1,0
17061,300,3,3,12,1,5116.13,0,4,0,0,1,0
14191,18,10,3,10,1,2865.79,0,4,0,0,1,1
18241,21,4,3,14,1,1628.92,0,4,0,0,1,1
15796,4,2,3,7,1,1949.44,0,4,0,0,1,1
15251,41,11,3,10,1,5934.32,0,4,0,0,1,0
16076,26,9,3,7,1,1298.71,0,4,0,0,1,1
16266,300,3,3,7,1,861.89,0,4,0,0,1,0
16818,61,1,3,12,1,3190.21,0,4,0,0,1,0
16813,28,8,3,9,1,1448.43,0,4,0,0,1,1
15955,5,1,3,8,1,1348.38,0,4,0,0,1,1
14364,104,38,3,7,1,2998.2,0,4,0,0,1,0
15804,54,2,3,16,1,3518.86,0,4,0,0,1,0
14397,8,3,3,14,1,1268.82,0,4,0,0,1,1
18073,300,44,3,13,1,3864.44,0,4,0,0,1,0
13435,31,5,3,7,1,2399.92,0,4,0,0,1,1
15152,24,14,3,11,1,2959.86,0,4,0,0,1,1
14132,27,17,3,8,1,2524.59,0,4,0,0,1,1
13384,11,3,3,7,1,3842.77,0,4,0,0,1,1
17651,20,9,3,9,1,2986.18,0,4,0,0,1,1
17490,300,3,3,11,1,1926.88,0,4,0,0,1,0
14808,10,3,3,9,1,1416.37,0,4,0,0,1,1
15187,20,0,3,13,1,2980.84,0,4,0,0,1,1
17750,26,12,3,8,1,1655.53,0,4,0,0,1,1
17997,11,4,3,11,1,1213.65,0,4,0,0,1,1
16764,30,2,3,11,1,1869.6,0,4,0,0,1,1
14456,14,3,3,8,1,1395.1,0,4,0,0,1,1
17870,26,1,3,10,1,986.43,0,4,0,0,1,1
16362,56,15,3,8,1,512.44,0,4,0,0,1,0
15881,300,242,0,7,1,323.79,0,1,0,1,0,0
15570,73,71,2,9,1,3186.4,0,3,0,0,1,0
16393,74,56,2,13,1,1819.41,0,3,0,0,1,0
13715,300,121,2,7,1,781.29,0,3,0,0,1,0
13225,83,73,2,7,1,5281.96,0,3,0,0,1,0
16701,95,78,2,12,1,2891.86,0,3,0,0,1,0
17231,102,56,2,12,1,2273.29,0,3,0,0,1,0
17799,128,93,2,9,1,2389.04,0,3,0,0,1,0
13324,116,81,2,7,1,3139.94,0,3,0,0,1,0
16570,81,68,2,12,1,2454.44,0,3,0,0,1,0
14907,119,77,2,7,1,2451.72,0,3,0,0,1,0
16191,98,80,2,15,1,2286.38,0,3,0,0,1,0
16553,62,59,2,10,1,4873.32,0,3,0,0,1,0
16919,173,108,2,9,1,2103.44,0,3,0,0,1,0
16817,114,80,2,10,1,1103.8,0,3,0,0,1,0
13491,96,77,2,7,1,849.06,0,3,0,0,1,0
17230,93,91,2,10,1,3473.62,0,3,0,0,1,0
14426,105,58,2,13,1,3269.61,0,3,0,0,1,0
15482,109,95,2,7,1,2103.5,0,3,0,0,1,0
17213,101,71,2,7,1,1431.21,0,3,0,0,1,0
14092,108,61,2,15,1,3443.14,0,3,0,0,1,0
14713,119,116,2,7,1,1605.71,0,3,0,0,1,0
15291,84,81,2,15,1,2909.28,0,3,0,0,1,0
14099,127,100,2,9,1,2312.88,0,3,0,0,1,0
17204,164,99,2,8,1,891.66,0,3,0,0,1,0
15527,80,74,2,7,1,1643.68,0,3,0,0,1,0
14083,97,63,2,7,1,694.49,0,3,0,0,1,0
15235,300,88,2,10,1,2082.46,0,3,0,0,1,0
16875,103,71,2,7,1,2070.27,0,3,0,0,1,0
16255,107,53,2,8,1,1797.93,0,3,0,0,1,0
13082,300,106,2,10,1,3595.48,0,3,0,0,1,0
17368,128,81,2,8,1,1239.44,0,3,0,0,1,0
15719,149,81,2,13,1,5045.61,0,3,0,0,1,0
18283,89,78,2,11,1,1328.67,0,3,0,0,1,0
12951,300,93,2,8,1,1042.07,0,3,0,0,1,0
15687,133,86,2,9,1,2481.17,0,3,0,0,1,0
17954,300,53,2,12,1,2196.54,0,3,0,0,1,0
13983,101,90,2,8,1,1338.73,0,3,0,0,1,0
17419,68,58,2,9,1,3058.94,0,3,0,0,1,0
16912,98,64,2,11,1,2415.2,0,3,0,0,1,0
17504,122,117,2,9,1,2997.03,0,3,0,0,1,0
15281,67,66,2,10,1,1319.16,0,3,0,0,1,0
13230,75,68,2,12,1,2213.73,0,3,0,0,1,0
13742,60,55,2,11,1,2321.69,0,3,0,0,1,0
17861,77,66,2,7,1,1698.55,0,3,0,0,1,0
15518,85,53,2,9,1,1537.78,0,3,0,0,1,0
14341,81,56,2,7,1,1123.62,0,3,0,0,1,0
14701,162,102,2,10,1,1895.13,0,3,0,0,1,0
14502,130,79,2,13,1,1999.89,0,3,0,0,1,0
17314,102,78,2,7,1,1496.47,0,3,0,0,1,0
13911,69,56,2,8,1,2437.63,0,3,0,0,1,0
17162,99,57,2,10,1,1455.41,0,3,0,0,1,0
17512,62,54,2,7,1,1041.86,0,3,0,0,1,0
15785,92,81,2,7,1,2317.19,0,3,0,0,1,0
13184,93,55,2,9,1,1116.92,0,3,0,0,1,0
17063,106,93,2,7,1,635.27,0,3,0,0,1,0
14573,115,109,2,10,1,721.75,0,3,0,0,1,0
15874,300,57,2,9,1,4330.67,0,3,0,0,1,0
16678,124,75,2,11,1,2389.94,0,3,0,0,1,0
14903,87,84,2,7,1,2363.32,0,3,0,0,1,0
15493,300,79,2,7,1,1967.25,0,3,0,0,1,0
13631,300,64,2,12,1,3021.77,0,3,0,0,1,0
12843,103,98,2,8,1,1361.25,0,3,0,0,1,0
17874,300,86,2,7,1,658.26,0,3,0,0,1,0
16966,119,93,2,7,1,1866.36,0,3,0,0,1,0
16942,124,66,2,9,1,1632.4,0,3,0,0,1,0
15128,104,94,2,7,1,1118.78,0,3,0,0,1,0
18116,300,164,1,7,1,1278.35,0,2,0,1,0,0
17218,41,1,3,6,0,1043.38,0,3,0,0,1,0
17372,28,24,3,5,0,849.01,0,3,0,0,1,1
14684,41,11,3,3,0,648.59,0,3,0,0,1,0
17819,7,1,3,6,0,2470.15,0,3,0,0,1,1
15998,300,17,3,6,0,3084.17,0,3,0,0,1,0
13959,300,9,3,3,0,598.2,0,3,0,0,1,0
14608,26,15,3,3,0,1298.5,0,3,0,0,1,1
14290,25,11,3,4,0,1792.4,0,3,0,0,1,1
14498,74,46,3,4,0,1281.79,0,3,0,0,1,0
14741,59,43,3,3,0,680.46,0,3,0,0,1,0
16927,300,45,3,3,0,543.05,0,3,0,0,1,0
14565,300,43,3,6,0,3073.77,0,3,0,0,1,0
17293,84,15,3,6,0,1476.94,0,3,0,0,1,0
13448,14,9,3,4,0,1613.96,0,3,0,0,1,1
16143,64,28,3,5,0,1702.77,0,3,0,0,1,0
13329,300,50,3,3,0,436.2,0,3,0,0,1,0
16863,61,50,3,2,0,337.1,0,3,0,0,1,0
15093,49,46,3,6,0,3220.27,0,3,0,0,1,0
16442,300,49,3,3,0,616.79,0,3,0,0,1,0
14901,62,3,3,5,0,734.74,0,3,0,0,1,0
17041,82,38,3,3,0,735.09,0,3,0,0,1,0
16083,300,30,3,2,0,1317.62,0,3,0,0,1,0
16531,52,4,3,6,0,1112.64,0,3,0,0,1,0
16503,300,25,3,5,0,1421.43,0,3,0,0,1,0
16710,9,4,3,6,0,1393.36,0,3,0,0,1,1
17739,2,1,3,6,0,2074.24,0,3,0,0,1,1
15107,61,29,3,5,0,131.66,0,3,0,0,1,0
15392,89,19,3,4,0,1189.25,0,3,0,0,1,0
16233,300,1,3,4,0,274.73,0,3,0,0,1,0
17629,57,25,3,6,0,1648.37,0,3,0,0,1,0
